label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
4	-496 mph	0.4833	Andrew	volleyball	-173	Vani	10 m/s	-493	1034	402	1.2135	0.358	Biotechnology	-357	0.443
1	1908 mph	0.5995	Fabrice	baseball	742	Andrew	212 m/s	1582	-580	575	1.2514	1.8398	Data Science	1417	0.3063
7	-334 mph	0.4094	Inan	tennis	962	Reilly	1090 m/s	792	1589	201	1.3348	-0.2921	cOMPUTATIONAL mEDIA	154	0.5726
0	914 mph	0.6325	Lise	motor sports	1303	Michael	1856 m/s	2101	-1238	2081	1.2932	0.3029	Electrical Engineering	1581	-0.1595
4	-93 mph	0.8784	Chris	volleyball	1079	Vani	307 m/s	885	2284	-710	0.9286	1.7268	Technology and Information Management	325	0.7419
3	56 mph	0.5627	Andrew	soccer	611	Tony	569 m/s	575	1783	1104	0.9583	0.4881	Natural Language Processing	2448	-1.0008
0	1764 mph	-0.0167	Lise	badminton	635	Eriq	258 m/s	-226	835	-446	0.9821	0.7141	Statistics	-1334	0.7821
7	548 mph	2.0966	iNAN	tennis	989	Inan	705 m/s	1786	393	582	0.0852	-0.1934	Computational Media	1300	0.0259
6	423 mph	2.6542	Andrew	golf	769	Fabrice	561 m/s	-1826	1428	-198	-0.4036	0.7605	Games and Playable Media	984	0.2567
0	-493 mph	0.2028	Lise	motor sports	1389	Michael	-912 m/s	-439	-226	356	0.5505	0.4817	eLECTRICAL eNGINEERING	-611	-0.2167
6	878 mph	0.706	Tony	track & field	342	FABRICE	-1124 m/s	1331	814	784	0.8983	-0.7417	Computer Game Design	1755	0.2989
5	27 mph	0.304	Michael	VOLLEYBALL	289	Michael	1911 m/s	1180	873	-680	-1.2242	0.4823	Biotechnology	-24	0.511
6	965 mph	1.7057	Tony	baseball	133	chris	274 m/s	1602	332	1906	1.9152	1.0299	Games and Playable Media	544	-0.1199
6	1228 mph	0.9084	Tony	NULL	188	Vani	1590 m/s	-598	-240	1504	1.6992	0.7673	Games and Playable Media	1152	1.2007
5	-1053 mph	0.8698	Eriq	tennis	76	Sam	1482 m/s	n/a	552	541	0.2661	1.3385	Biotechnology	-604	-0.0849
0	854 mph	-0.3364	Lise	badminton	96	Michael	607 m/s	1404	45	154	-0.551	0.5113	Bioengineering	2334	-0.5666
5	-343 mph	-0.9767	Sam	football	1710	Reilly	70 m/s	-1725	-413	1512	1.5004	1.6304	Biotechnology	-153	1.1866
7	529 mph	0.9127	Lise	tennis	84	Inan	489 m/s	173	391	384	-0.2059	-0.7453	Computational Media	-131	0.023
5	296 mph	0.2087	Eriq	running	1117	Sam	954 m/s	-589	867	-250	0.1523	2.1131	Biotechnology	1044	-1.2867
5	-298 mph	-0.1943	Eriq	football	1005	Sam	144 m/s	783	n/a	363	-0.894	2.8832	Biotechnology	1944	0.4734
0	415 mph	0.3434	Lise	ice hockey	984	Vani		1373	1112	-385	2.2069	-0.6475	Bioengineering	886	0.8574
3	2468 mph	0.619	Andrew	soccer	1692	Tony	1574 m/s	1140	-996	23	-0.5054	0.9156	Natural Language Processing	-70	2.0515
4	99 mph	0.4198	Chris	baseball	330	Vani	124 m/s	836	2535	-65	-0.2685	1.9294	?	-176	0.0864
4	-262 mph	0.6063	Chris	volleyball	245	Vani	1016 m/s	1381	787	2014	-0.2572	-0.807	Computer Engineering	1087	0.4759
4	741 mph	0.059	Chris	volleyball	148	Vani	-977 m/s	-235	1265	2402	1.4224	1.0008	Robotics Engineering	347	0.1995
2	1101 mph	0.7928	Chris	track & field	1727	Reilly	494 m/s	1111	1009	-336	-1.4682	1.1552	Data Science	775	-0.2568
7	20 mph	1.228	Inan	tennis	2183	Inan	728 m/s	2502	n/a	385	-0.3086	-0.2836	Computational Media	-1285	0.115
3	960 mph	-0.1651	Andrew	soccer	2035	Tony	410 m/s	842	1171	837	-1.4913	1.2144	Natural Language Processing	1308	0.3793
4	262 mph	0.0707	Chris	volleyball	658	Vani	1101 m/s	1235	658	1431	-0.3995	-0.2291	Technology and Information Management	2795	0.4159
2	524 mph	1.3463	Vani	track & field	401	Reilly	1104 m/s	1540	472	1073	-0.0108	-0.1671	Data Science	692	-0.0077
0	705 mph	1.2693	Lise	badminton	694	Michael	945 m/s	2075	-148	-1175	-0.0534	-0.482	Bioengineering	2260	-0.2419
4	1038 mph	1.0994	Chris	boxing	556	Vani	909 m/s	-305	354	843	-0.4221	0.8106	Computer Engineering	-111	0.3055
4	-42 mph	1.3258	Chris	volleyball	-454	Vani	-547 m/s	1099	553	-1347	0.5527	1.184	Robotics Engineering	-68	0.5641
6	346 mph	1.8095	TONY	ice hockey	1210	Eriq	1990 m/s	-32	747	-727	0.5191	None	Games and Playable Media	940	0.7992
0	540 mph	0.2268	Lise	badminton	681	Eriq	457 m/s	-715	-269	780	0.7912	-1.0632	Electrical Engineering	2359	-1.5961
1	1255 mph	0.3194	Fabrice	baseball	-472	Andrew	228 m/s	2012	-349	331	0.9566	0.0513	Bioinformatics	2229	0.2208
1	1960 mph	-0.3675	Fabrice	baseball	602	Andrew	-94 m/s	1097	1240	942	1.1726	-0.1577	Bioinformatics	363	-0.1178
2	1410 mph	2.1275	Reilly	Track & Field	1059	Reilly	-289 m/s	795	1643	-809	0.7377	0.8325	Applied Mathematics	791	1.1735
6	968 mph	-0.2497	Tony	track & field	1270	Chris	913 m/s	1226	1367	2421	1.8888	0.4109	Games and Playable Media	2398	1.3433
2	703 mph	0.3236	Vani	baseball	-441	None	1350 m/s	340	2113	641	0.2653	-0.1104	Computer Game Design	-616	-0.8202
6	-225 mph	1.9983	Tony	golf	1546	Fabrice	593 m/s	1021	2242	1642	0.5145	-0.7199	Human Computer Interaction	1205	0.7335
6	-23 mph	1.8483	Tony	golf	824	Fabrice	2090 m/s	253		-366	1.5227	0.8851	Computer Engineering	440	0.5631
5	-950 mph	0.43	Eriq	ice hockey	1217	Michael	1289 m/s	-460	943	145	0.7023	2.3692	Biotechnology	-717	1.2848
5	664 mph	0.7079	eriq	football	1012	Sam	1610 m/s	-55	386	1020	-0.0506	0.5711	Biotechnology	309	-0.0865
3	1566 mph	-0.8579	Andrew	soccer	884	Tony	1811 m/s	-189	1010	-745	1.9495	1.2827	Computer Science	1543	1.1402
0	1196 mph	-0.4755	Lise	badminton	1662	Tony	883 m/s	1477	-1097	1583	0.9139	0.6099	Electrical Engineering	1711	-0.4388
1	664 mph	NULL	Fabrice	baseball	374	Andrew	383 m/s	1827	860	-247	2.3597		Bioinformatics	1205	-0.8329
6	-598 mph	1.5071	Tony	golf	2434	Fabrice	-57 m/s	1194	486	298	0.9721	1.2173	Human Computer Interaction	648	1.9201
2	1219 mph	1.2363	Reilly	baseball	1146	Lise	853 m/s	-1223	770	911	0.0272	-0.2979	Applied Mathematics	-206	1.8381
5	-1505 mph	1.0781	Eriq	running	462	Sam	721 m/s	18	519	1701	0.239	-0.0421	Biotechnology	-1629	-0.0968
7	308 mph	-0.8075	Inan	tennis	1410	Inan	1035 m/s	1922	231	249	0.9511	0.4051	Computational Media	568	0.329
0	1189 mph	-0.3471	Chris	soccer	1584	Eriq	175 m/s	2132	353	1613	1.5066	1.328	Electrical Engineering	1044	1.1522
0	1529 mph	0.2815	Inan	motor sports	1314	Eriq	719 m/s	746	706	93	0.8936	-0.9017	Statistics	-954	1.1268
1	841 mph	0.5776	Fabrice	baseball	-311	Andrew	1301 m/s	107	749	733	-0.5891	0.2092	Bioinformatics	-1044	0.6109
4	859 mph	0.8108	Chris	golf	1014	Vani	-570 m/s	-971	772	2718	-0.0738	0.9539	Computer Engineering	1362	0.4131
4	45 mph	0.9123	Chris	boxing	3080	Vani	1451 m/s	-331	99	1219	0.6078	1.2956	Technology and Information Management	-257	-0.587
3	N/A	1.6511	Andrew	soccer	1776	Tony	1951 m/s	355	1044	-50	0.513	0.7733	Biotechnology	902	-0.6616
1	720 mph	0.7281	Fabrice	baseball	332	Andrew	622 m/s	1484	1680		0.0771	1.5714	Bioinformatics	-512	-0.8086
5	946 mph	0.5259	Michael	track & field	319	Sam	1566 m/s	-504	-864	-1310	1.5285	1.8086	Biotechnology	-521	0.0231
0	-1121 mph	0.5069	Lise	motor sports	777	Michael	1478 m/s	1533	358	1175	0.5803	-0.5209	Electrical Engineering	933	-0.3582
5	1520 mph	-0.0884	mICHAEL	running	-427	Sam	1637 m/s	-386	-337	2546	-0.1497	NULL	Games and Playable Media	1576	0.1515
6	734 mph	0.6121	Tony	ice hockey	-236	Fabrice	2784 m/s	538	873	-66	0.0952	0.3508	Computer Game Design	-553	0.1136
6	16 mph	0.9468	Tony	ice hockey	1677	Fabrice	2743 m/s	1032	1312	-182	1.9326	0.8849	Games and Playable Media	1333	1.1735
6	1155 mph	0.4313	Tony	ice hockey	35	Chris	1873 m/s	-1017	1158	-935	0.1547	-0.2418	Human Computer Interaction	-418	2.1922
4	1032 mph	0.9061	Chris	BOXING	1453	Vani	1539 m/s	904	1507	-689	0.5827	0.8867	Robotics Engineering	-237	1.5132
4	671 mph	1.023	Chris	boxing	1738	Vani	-101 m/s	936	-112	1006	-0.0096	-1.0242	Computer Engineering	1044	-0.1506
6	764 mph	1.4605	Tony	golf	307	Fabrice	1604 m/s	-90	1139	-849	0.6163	0.2119	Computer Game Design	967	1.0336
2	1729 mph	0.864	Reilly	track & field	465	Reilly	632 m/s	1262	1245	1008	1.4914	1.1406	Data Science	1793	1.1165
4	897 mph	1.492	Chris	boxing	767	Vani	-665 m/s	-188	880	636	0.3914	1.4773	Computer Engineering	-382	0.1564
6	-10 mph	0.3177	Tony	golf	1541	Fabrice	1428 m/s	-797	1504	976	0.7657	0.3002	Human Computer Interaction	901	1.2407
5	-103 mph	-1.6032	Eriq	running	877	Sam	496 m/s	126	1629	332	-1.21	0.9979	Biotechnology	69	-0.1987
6	537 mph	2.3187	Tony	golf	2407	Chris	1942 m/s	576	1783	670	1.8141	-1.1449	Human Computer Interaction	-637	0.4933
4	-27 mph	1.3293	Chris	boxing	1472	Vani	1680 m/s	-1035	1844	-987	0.4559	1.9774	Technology and Information Management	-207	0.8912
2	-22 mph	0.8492	Reilly	Track & Field	-300	Reilly	2004 m/s	1029	280	1033	0.806	1.0346	Data Science	-702	1.1163
6	-385 mph	1.2759	Tony	ice hockey	0	Fabrice	587 m/s	-450	318	878	0.6878	-0.5862	Human Computer Interaction	1255	1.8704
7	583 mph	0.2416	Inan	basketball	199	Inan	-679 m/s	568	670	1026	-1.163	0.3294	Computational Media	-738	-0.5575
5	1650 mph	0.314	Eriq	football	1959	Sam	790 m/s	-182	-10	128	0.5517	2.2464	Biotechnology	-70	1.129
7	-402 mph	1.3193	Inan	basketball	274	Inan	891 m/s	1238	-261	-1611	0.5545	-0.846	Computational Media	1499	0.3078
6	-536 mph	-0.4504	Tony	ice hockey	687	Chris	999 m/s	-106	713	595	1.1608	1.3857	Human Computer Interaction	311	0.3542
6	502 mph	1.5442	Tony	golf	1036	Vani	996 m/s	283	-249	-505	0.5854	0.3942	Computer Game Design	-554	0.8938
1	1364 mph	0.399	Fabrice	baseball	750	Andrew	-186 m/s	617	-432	-1149	0.4196	1.5601	Bioinformatics	-835	0.2831
7	1871 mph	0.1228	Lise	tennis	1107	Inan	795 m/s	573	-226	-15	0.4363	1.8136	Computational Media	-723	0.2886
0	-602 mph	-0.2459	Lise	motor sports	1519	Eriq	710 m/s	825	239	1415	-0.0931	0.6566	Electrical Engineering	2697	-0.8049
3	2375 mph	-0.1186	Andrew	soccer	249	Tony	1801 m/s	-340	830	1050	-0.3497	0.3252	Computer Science	-346	1.0577
3	272 mph	0.2012	Andrew	soccer	2080	Tony	2303 m/s	-158	1851	-107	0.3007	1.8888	Computer Science	1072	0.1859
4	101 mph	0.3204	Chris	boxing	697	Vani	1066 m/s	-89	1509	-1500	0.1418	0.2081	Computer Engineering	-287	-0.1761
5	-256 mph	0.3472	Sam	running	790	Sam	1467 m/s	1454	79	-53	1.568	1.1295	Biotechnology	839	0.0218
7	-731 mph	0.2194	Tony	basketball	600	Inan	988 m/s	2791	1092	1270	0.7214	0.6014	Computational Media	-761	0.4028
2	154 mph	1.7832	Vani	soccer	-83	Lise	989 m/s	-931	1519	-981	-1.3221	0.9703	Applied Mathematics	-1126	-0.4765
0	-1273 mph	n/a	Lise	N/A	2264	Andrew	1376 m/s	964	-862	1131	-0.7678	-0.1946	Bioengineering	-251	-0.7791
3	1884 mph	0.9851	Andrew	soccer	1005	Tony	-418 m/s	-187	1297	818	1.4924	0.0907	Natural Language Processing	1030	1.4027
0	419 mph	0.8382	Lise	badminton	909	Michael	1547 m/s	2114	521	1141	-0.4918	0.1019	Statistics	1353	-0.7826
3	77 mph	0.0983	Andrew	soccer	2050	Tony	1160 m/s	-839	365	-160	-1.7179	1.3914	NATURAL LANGUAGE PROCESSING	1280	0.6813
6	906 mph	0.9931	Andrew	golf	120	Fabrice	1707 m/s	437	1446	-1103	0.5457	-0.3059	Computer Game Design	1880	0.3685
1	683 mph	-0.1439	Fabrice	baseball	721	aNDREW	818 m/s	817	1328	-24	-0.0637	1.6392	Bioinformatics	-1591	1.581
1	1058 mph	0.4127	Fabrice	baseball	1025	Andrew	1539 m/s	1030	-134	69	1.2997	2.1388	Computational Media	-825	-0.2897
3	-160 mph	0.9794	Andrew	soccer	1363	Tony	1443 m/s	1115	1471	593	0.1869	3.0942	Natural Language Processing	2750	0.9284
1	906 mph	0.7871	Fabrice	baseball		Andrew	88 m/s	493	473	-541	0.5367	-0.3385	Bioengineering	1070	-0.5464
1	2162 mph	-1.0616	Fabrice	running	-195	Lise	1261 m/s	199	1254	970	-0.1015	-0.1889	Bioinformatics	-452	0.469
1	-72 mph	-0.8724	Fabrice	baseball	-266	Andrew	1314 m/s	-21	929	-334	1.9123	0.7612	Bioinformatics	571	0.0142
6	-148 mph	0.2949	Tony	golf	869	Chris	2456 m/s	836	1124	1849	-0.0717	-1.3809	Computer Game Design	868	-0.2519
7	1443 mph	1.3736	Inan	basketball	-965	Inan	1255 m/s	3202	396	160	1.2699	NULL	Computational Media	599	0.0383
7	?	-1.2132	Inan	tennis	1065	Inan	278 m/s	588	749	282	1.3275	0.7731	Computational Media	-660	0.5671
6	481 mph	2.5197	Tony	golf	806	Chris	2319 m/s	1049	1580	1122	-0.7314	1.4414	Human Computer Interaction	457	1.3677
1	1263 mph	0.4664	Lise	baseball	24	Andrew	104 m/s	325	-551	-1489	-0.3703	2.4359	Bioinformatics	174	1.2268
7	-139 mph	-1.564	Inan	tennis	-116	Inan	1209 m/s	2019	22	384	-0.5364	0.7908	Computational Media	1522	1.3257
5	38 mph	-0.5005	Chris	football	833	Sam	1168 m/s	260	787	647	0.6924	0.5409	Biotechnology	894	0.3225
1	910 mph	0.3081	Fabrice	baseball	-642	Andrew	0 m/s	277	885	-816	1.3168	1.0647	Bioinformatics	910	-0.3411
5	83 mph	-0.7755	Eriq	running	-313	Sam	1044 m/s	1492	-234	2138	1.1099	0.7277	Biotechnology	1962	-0.6196
2	254 mph	-0.8253	Reilly	tennis	548	Lise	-268 m/s	1245	722	-604	-0.5275	-1.2133	Applied Mathematics	-188	0.5714
0	-321 mph	-0.3521	Andrew	badminton	503	Michael	1009 m/s	976	-409	1259	-0.0364	-0.0464	Bioengineering	870	0.3042
6	-579 mph	1.3638	Tony	soccer	1418	Chris	459 m/s	-221	1054	-830	1.1754	0.3552	Human Computer Interaction	1597	1.0665
4	-218 mph	0.2354	Chris	volleyball	564	Vani	-163 m/s	877	773	1520	-0.5704	1.283	Computer Engineering	1695	None
2	1822 mph	1.345	Vani	track & field	-111	Vani	2388 m/s	1475	1357	-435	-0.2568	2.4395	Data Science	-1904	-0.6893
5	-739 mph	1.0671	Michael	running	-398	Sam	2109 m/s	2311	1308	-154	0.1739	1.2789	Biotechnology	-701	-0.2894
6	437 mph	1.0478	Tony	golf	1825	Fabrice	1122 m/s	776	1243	-522	-0.8978	0.3775	Human Computer Interaction	495	0.1242
4	1336 mph	0.8445	Chris	boxing	2843	Vani	1794 m/s	378	-281	304	-0.8039	-0.1586	Computer Engineering	735	-0.1527
2	751 mph	0.93	Reilly	track & field	-449	Lise	894 m/s	720	2124	-751	-2.8585	1.3449	Data Science	-955	0.5702
6	344 mph	0.4397	Tony	golf	621	Chris	-358 m/s	-2	335	822	2.706	0.0086	Games and Playable Media	1272	0.0257
7	-236 mph	0.5573	Inan	basketball	320	Inan	840 m/s	1597	-142	252	-0.4969	-1.1057	Natural Language Processing	821	0.1891
1	1871 mph	-1.0795	Fabrice	baseball	-710	andrew	959 m/s	-847	230	1908	0.2339	0.5216	Bioinformatics	1312	1.2123
7	425 mph	-0.319	Inan	basketball	1265	Inan	460 m/s	1012	519	32	-0.4046	-0.5	Data Science	1059	1.0712
0	-214 mph	-0.9814	Lise	badminton	1221	Michael	-175 m/s	1342	-63	768	-0.0472	-0.4613	bioengineering	645	-0.6064
4	484 mph	0.6343	Chris	BOXING	-16	Fabrice	449 m/s	688	220	982	1.4316	0.11	Robotics Engineering	360	-0.3325
6	951 mph	0.6772	Tony	ice hockey	1783	Fabrice	-607 m/s	2161	1616	543	1.2152	1.2218	Human Computer Interaction	-623	1.5847
3	61 mph	-0.6627	Andrew	soccer	371	Tony	2285 m/s	-512	964	-291	1.0223	-0.1212	Computer Science	-428	-0.5857
7	-560 mph	0.4026	Inan	tennis	720	Inan	821 m/s	712	377	-145	1.1549	0.641	Bioinformatics	716	0.6811
7	1503 mph	-0.1839	Inan	basketball	827	Lise	1320 m/s	28	1222	492	0.7457	-0.4032	Computational Media	362	0.9406
6	430 mph	0.2678	Tony	ice hockey	514	Fabrice	-421 m/s	-1514	1305	-1297	0.6556	0.7395	Games and Playable Media	802	-0.1706
0	1084 mph	0.1296	LISE	badminton	454	Eriq	945 m/s	1819	1272	858	0.9966	1.5228	Electrical Engineering	1240	0.4538
6	-331 mph	0.5814	Tony	ice hockey	1416	Fabrice	853 m/s	-233	1516	2660	-0.4811	1.5235	Games and Playable Media	1682	1.5491
2	-508 mph	0.676	Vani	track & field	-476	Reilly	1678 m/s	124	475	-1013	-0.0863	1.0591	Applied Mathematics	537	0.2135
6	2206 mph	1.1437	Lise	golf	263	Inan	2240 m/s	-431	1204	152	1.8994	-0.1195	Computer Game Design	28	1.0395
2	-448 mph	1.3488	Reilly	track & field	-353	Reilly	-34 m/s	242	441	n/a	-0.2915	2.2432	Data Science	128	0.8808
1	116 mph	-0.67	Eriq	baseball	-1536	Chris	-1048 m/s	34	637	-411	-0.4196	1.2134	Bioinformatics	166	0.8895
1	1802 mph	0.4323	Fabrice	baseball	964	Andrew	-21 m/s	65	488	1541	-1.3008	0.5643	Bioinformatics	27	0.946
0	-1319 mph	0.206	Lise	badminton	1102	Michael	190 m/s	1416	372	-184	0.0122	-1.1543	Applied Mathematics	-203	-0.4238
4	-1617 mph	0.1403	Chris	volleyball	1145	Sam	-610 m/s	951	1153	31	0.9665	0.1171	Computer Engineering	3	0.1109
0	-934 mph	0.1844	Lise	motor sports	189	Sam	667 m/s	1586	-205	-128	1.2196	-0.1334	Bioengineering	1146	0.3309
2	-234 mph	0.35	Vani	track & field	281	Reilly	-765 m/s	670	187	338	-0.2601	-0.2283	Data Science	2156	0.9246
7	20 mph	0.9937	Inan	tennis	1609	Inan	216 m/s	1519	-267	435	-0.8722	0.5581	Computational Media	-136	2.6495
7	-438 mph	0.1514	Inan	tennis	645	Inan	904 m/s	59	422	1319	0.7483	0.8129	Computational Media	794	-0.8281
1	1772 mph	0.9012	Chris	baseball	720	Andrew	1487 m/s	494	858	-1295	1.592	-0.4741	Bioinformatics	247	-0.1325
1	197 mph	1.5778	Fabrice	RUNNING	676	Andrew	-322 m/s	828	283	2051	0.8882	2.1011	Bioinformatics	1107	1.7597
4	-253 mph	0.7365	Chris	volleyball	939	vani	-689 m/s	635	1388	-323	0.0906	0.9382	tECHNOLOGY AND iNFORMATION mANAGEMENT	-323	0.8614
3	1369 mph	-0.2755	Andrew	soccer	804	Tony	793 m/s	769	-222	365	0.0889	-0.0233	Natural Language Processing	1555	1.836
4	460 mph	1.529	Chris	boxing	-309	Vani	-171 m/s	594	-225	1560	-1.3394	1.8684	Bioinformatics	187	1.0779
4	120 mph	0.8086	Chris	badminton	1097	Vani	-163 m/s	497	1088	-144	0.3642	2.2483	Technology and Information Management	619	0.0602
2	-37 mph	-0.0075	Vani	track & field	-126	Reilly	411 m/s	482	1050	-175	0.8402	0.5054	Data Science	1270	0.7528
1	596 mph	-0.331	Fabrice	running	6	Andrew	1319 m/s	2253	485	-362	1.951	1.9776	Bioinformatics	-1873	-0.5091
3	493 mph	0.5795	Andrew	running	558	Tony	-591 m/s	-644	1060	2306	1.5045	1.3264	Natural Language Processing	817	0.8597
4	643 mph	1.052	Chris	boxing	597	Vani	256 m/s	400	-765	1273	0.0614	0.4443	Robotics Engineering	-14	1.3213
1	735 mph	-0.0383	Fabrice	baseball	-26	andrew	-359 m/s	30	402	-794	0.7195	1.1529	Bioinformatics	402	-0.256
1	1484 mph	0.7804	Fabrice	track & field	-231	Andrew	-908 m/s	1524	-121	830	0.7619	0.8336	Games and Playable Media	-1101	0.1089
1	1229 mph	-0.2564	Fabrice	baseball	-258	Andrew	-69 m/s	860	259	1304	-1.0605	0.0156	bIOINFORMATICS	549	1.9794
2	61 mph	0.5408	Vani	track & field	819	Reilly	1070 m/s	549	647	79	0.4828	1.5244	Data Science	-834	0.0534
7	-682 mph	0.6579	Inan	football	565	Inan	1283 m/s	1299	973	793	0.3555	-0.5198	Computational Media	645	1.4389
1	1608 mph	-0.0748	Fabrice	football	-878	Andrew	1054 m/s	567	1474	-158	1.5901	0.7607	Bioinformatics	803	-0.9696
6	-89 mph	2.1041	Tony	golf	1908	Fabrice	2107 m/s	588	-273	180	0.3939	1.2723	Games and Playable Media	1213	0.4144
6	2022 mph	1.9294	tONY	ice hockey	20	Chris	924 m/s	659	-8	1115	-0.1323	0.0199	Computer Game Design	-185	0.2615
4	-117 mph	-0.1574	Chris	boxing	954	Vani	-997 m/s	-25	742	-152	-0.3797	2.0252	Computer Engineering	1354	0.7076
5	1070 mph	-1.0153	Michael	football	683	Sam	599 m/s	921	-284	1993	0.6689	1.2372	Biotechnology	796	0.6821
1	943 mph	-0.6043	N/A	baseball	290	aNDREW	-1205 m/s	2085	-260	-4	0.7116	0.3963	Bioinformatics	-147	0.1663
7	495 mph	-1.005	Inan	tennis	1905	iNAN	610 m/s	888	57	-303	0.0771	0.1752	Computational Media	1411	0.8424
3	466 mph	0.1405	Andrew	boxing	300	Tony	1695 m/s	876	378	-82	-0.3859	0.2147	N/A	-668	1.0717
1	1679 mph	-0.3983	n/a	BASEBALL	15	Eriq	152 m/s	1373	1698	-971	1.0523	0.8805	Bioinformatics	763	-0.3759
5	49 mph	0.0981	Sam	running	815	Sam	2897 m/s	1551	-221	236	0.463	0.4961	Biotechnology	996	-1.1017
7	-31 mph	-1.2717	Inan	tennis	695	Inan	1373 m/s	2300	-185	163	0.6525	-0.7219	Computational Media	93	0.4972
3	517 mph	1.0332	Andrew	soccer	442	Tony	1893 m/s	2321	1440	598	0.9463	-0.2802	Natural Language Processing	1122	0.7579
7	-242 mph	0.3034	Inan	boxing	661	Inan	2580 m/s	1208	553	1021	-0.1223	2.2553	Computational Media	1201	0.9337
5	859 mph	-0.3711	MICHAEL	football	2053	Sam	1664 m/s	718	229	1184	1.0633	0.8877	Biotechnology	408	1.0427
0	308 mph	0.9912	Lise	boxing	-502	Michael	1445 m/s	-1019	777	508	-0.2523	0.0624	Statistics	1403	1.5964
5	19 mph	-0.0649	Sam	running	496	Sam	2829 m/s	684	-289	1324	0.6772	1.7001	Biotechnology	323	0.1731
3	515 mph	-0.4511	Andrew	soccer	611	Tony	-1213 m/s	65	1113	2913	0.2779	-0.1971	Natural Language Processing	494	0.9259
1	1957 mph	0.9597	Fabrice	baseball	176	Andrew	1307 m/s	892	-95	812	0.2968	-0.153	Bioinformatics	730	-0.6594
4	?	1.1199	Andrew	VOLLEYBALL	1451	Vani	-37 m/s	-136	1149	240	0.1955	1.7464	Technology and Information Management	759	0.1643
3	-494 mph	1.1371	Andrew	soccer	816	Tony	616 m/s	1297	351	848	0.0588	1.4643	Computer Science	516	1.44
1	539 mph	1.294	Fabrice	baseball	-403	Andrew	498 m/s	1536	851	-1571	-0.2415	1.0975	Bioinformatics	1032	0.636
2	443 mph	1.258	Vani	track & field	-117	Reilly	103 m/s	-21	-137	306	0.1043	0.0852	Applied Mathematics	-1771	0.5748
2	1290 mph	1.3954	Reilly	football	-70	Lise	1132 m/s	1746	-410	1064	-0.2703	1.8609	Data Science	-252	0.4272
0	592 mph	0.7898	Lise	motor sports	1927	Michael	600 m/s	1111	-220	1602	0.5935	0.7251	Statistics	-720	0.2807
2	1870 mph	1.4479	Vani	track & field	-171	Reilly	699 m/s	1420	1141	-272	0.6489	1.5503	Data Science	1287	0.9982
5	-573 mph	-0.3803	Sam	football	1041	Sam	803 m/s	-721	922	894	1.5298	-0.2041	Biotechnology	131	-0.8777
4	1786 mph	0.8324	Chris	boxing	1622	Vani	-66 m/s	135	1453	332	-1.1475	1.4125	Bioinformatics	206	0.1556
3	445 mph	0.2239	FABRICE	soccer	338	Tony	461 m/s	1270	1223	861	-0.2074	-0.2306	Bioinformatics	2710	0.3262
6	-1172 mph	1.4776	Tony	ice hockey	-146	Fabrice	-164 m/s	291	132	1547	-0.3906	-0.0708	Computer Game Design	1547	-1.1537
2	-381 mph	0.9388	Reilly	track & field	273	Reilly	1748 m/s	131	1758	735	0.9821	0.651	Applied Mathematics	1057	-0.1354
6	790 mph	1.6617	Tony	ice hockey	941	Chris	68 m/s	-815	943	1526	0.8387	-0.5847	Computer Game Design	-104	1.1577
6	383 mph	-0.1362	Tony	golf	1371	Fabrice	2002 m/s	406	1652	630	1.2745	-0.3139	Human Computer Interaction	3425	1.2302
1	753 mph	-0.5968	Fabrice	running	536	Andrew	841 m/s	2371	713	-710	1.3986	1.9659	Bioinformatics	-367	0.3027
5	591 mph	0.4104	Michael	running	692	Sam	1319 m/s	516	115	-923	-0.3574	1.8195	Biotechnology	1743	0.0879
0	261 mph	0.8475	Lise	badminton	920	Eriq	628 m/s	-449	648	2700	-0.0729	0.0124	Bioengineering	431	0.4996
4	-210 mph	0.6221	Chris	volleyball	496	Vani	-182 m/s	60	625	661	-0.043	0.5425	Computer Engineering	-612	-0.4621
0	1056 mph	0.2256	Andrew	Track & Field	1715	Tony	1926 m/s	343	384	252	0.9105	-0.1842	Statistics	-58	0.3906
6	711 mph	-0.6196	Tony	golf	1495	Fabrice	-113 m/s	1045	1016	656	0.4185	1.1726	Computer Game Design	-647	2.0922
6	107 mph	0.8234	Tony	golf	722	Fabrice	1990 m/s	923	1080	313	0.8958	2.1791	Games and Playable Media	-58	0.7448
4	-26 mph	0.9531	Sam	volleyball	4	Vani	614 m/s	1890	807	906	-0.111	0.8249	Technology and Information Management	-1460	-0.0154
4	-150 mph	1.4102	Chris	boxing	74	Chris	283 m/s	143	353	742	0.2889	-0.4703	Robotics Engineering	-510	0.73
1	2394 mph	0.7644	fABRICE	baseball	-187	Andrew	-1380 m/s	873	769	694	0.1561	0.8277	Bioinformatics	-947	0.1216
5	788 mph	-0.7551	Eriq	running	544	Sam	-899 m/s	-52	688	1282	2.064	1.19	Biotechnology	228	1.575
5	375 mph	-0.5469	Michael	running	746	Sam	1574 m/s	-622	95	1638	-1.3965	1.5699	Biotechnology	-887	1.0314
5	1571 mph	0.505	Michael	football	685	Sam	2885 m/s	-301	733	-350	1.104	?	Biotechnology	899	1.2508
